,obm_id,location_start,survey_station_code,species,total_no,juvenile,adult,water_type
2172,2235,Maros Alsoidecs T (MAR05MAF),MU19023,Chondrostoma nasus,17,5,12,river
1083,218,Maros Arad alatt T,MU16001,Chondrostoma nasus,8,5,3,river
1134,268,Maros Arad felett,MU17003,Chondrostoma nasus,10,6,4,river
1104,251,Maros Arad varos,MU17002,Chondrostoma nasus,5,4,1,river
707,1480,Maros Ciobotani,MU14047,Chondrostoma nasus,310,60,250,river
2536,2145,Maros Deda 2019,MU19053,Chondrostoma nasus,1,1,0,river
850,1488,Maros Deda folott,MU14093,Chondrostoma nasus,1,1,0,river
2201,2369,Maros Dello felett cs T (MAR14KES),MU19026,Chondrostoma nasus,1,0,1,river
2421,2200,Maros Holtmaros T (MAR03HOM),MU19043,Chondrostoma nasus,9,1,8,river
2250,2325,Maros komp alatt (MAR11NYT),MU19029,Chondrostoma nasus,6,0,6,river
2299,2268,Maros Kortvelyfaja 2 T (MAR07GER),MU19034,Chondrostoma nasus,54,29,25,river
2078,2117,Maros Kortvelyfaja T,MU19013,Chondrostoma nasus,34,28,6,river
2264,2452,Maros Kutyfalva felett cs T (MAR22KUT),MU19030,Chondrostoma nasus,2,1,1,river
2274,2462,Maros Kutyfalva kece T (MAR23KUT_K),MU19032,Chondrostoma nasus,1,0,1,river
2457,2780,Maros legalso Sejteny T,MU19046,Chondrostoma nasus,6,4,2,river
1187,276,Maros Lippa alatt,MU17005,Chondrostoma nasus,4,4,0,river
1177,306,Maros Lippa felett T,MU17004,Chondrostoma nasus,1,1,0,river
1204,284,Maros Lippaban,MU17006,Chondrostoma nasus,2,2,0,river
2229,2179,Maros Magyaro T (MAR02MAL),MU19028,Chondrostoma nasus,9,2,7,river
2311,2216,Maros Marosvecs T (MAR04MAV),MU19035,Chondrostoma nasus,53,6,47,river
678,1494,Maros Neagra,MU14040,Chondrostoma nasus,45,15,30,river
2392,2297,Maros Nyarad beomlesenel TM (MAR09NYT),MU19040,Chondrostoma nasus,2,0,2,river
2140,2404,Maros Oarba felett cs T (MAR17MAV),MU19021,Chondrostoma nasus,1,1,0,river
1097,231,Maros Pecska T,MU17001,Chondrostoma nasus,8,2,6,river
2285,2256,Maros Petele T (MAR06PET),MU19033,Chondrostoma nasus,32,0,32,river
2476,2751,Maros Piski felett T,MU19047,Chondrostoma nasus,3,3,0,river
881,1506,Maros Ratosnya alatt,MU14100,Chondrostoma nasus,1,1,0,river
755,1512,Maros Szalard,MU14062,Chondrostoma nasus,65,5,60,river
486,4217,Maros Szenete 2009,MU09001,Chondrostoma nasus,1,NA,NA,river
2358,2285,Maros Szentivany T (MAR08MEP),MU19038,Chondrostoma nasus,2,0,2,river
2185,2357,Maros Szentmargita cs T,MU19025,Chondrostoma nasus,2,1,1,river
1735,2063,Medgyes alatt T,MU18056,Chondrostoma nasus,101,81,20,river
1750,2045,Medgyes felett T,MU18057,Chondrostoma nasus,14,14,0,river
1732,2054,Medgyes varos T,MU18055,Chondrostoma nasus,25,21,4,river
2805,1725,Nagy Homorod T,OL18004,Chondrostoma nasus,2,1,1,river
1756,2995,Nagy Kukullo 2 T,MU18058,Chondrostoma nasus,5,1,4,river
1298,180,Nagy Kukullo Galambf1T,MU17015,Chondrostoma nasus,12,10,2,river
1302,197,Nagy Kukullo Galambf3T,MU17016,Chondrostoma nasus,6,3,3,river
1286,207,Nagy Kukullo Galambf4T,MU17014,Chondrostoma nasus,46,5,41,river
3284,151,Nagy Sz Naszod also T,SO17002,Chondrostoma nasus,1,1,0,river
3268,141,Nagy Sz Naszod T,SO17001,Chondrostoma nasus,3,3,0,river
159,50,Nagyfalu alatt,CR17016,Chondrostoma nasus,84,13,71,river
4170,30,Nagyfalu felett,CR17017,Chondrostoma nasus,101,18,83,river
3480,2590,Nagy-Szamos Arpasto T,SO19004,Chondrostoma nasus,5,0,5,river
2662,2678,Nera legfelso T (Minis T),NC19004,Chondrostoma nasus,4,0,4,river
2631,2706,Nera szoros alatt T,NC19002,Chondrostoma nasus,25,9,16,river
2676,2691,Nera szoros felett T,NC19005,Chondrostoma nasus,81,5,76,river
2641,2718,Nera1 also T,NC19003,Chondrostoma nasus,81,8,73,river
2610,953,Nera4T,NC18001,Chondrostoma nasus,36,1,35,river
1971,694,NK10T,MU18074,Chondrostoma nasus,81,6,75,river
1443,781,NK14T,MU18027,Chondrostoma nasus,7,1,6,river
1408,768,NK15T,MU18024,Chondrostoma nasus,16,3,13,river
1977,682,NK16T,MU18075,Chondrostoma nasus,21,10,11,river
1392,759,NK18T,MU18022,Chondrostoma nasus,23,0,23,river
1465,753,NK19T,MU18030,Chondrostoma nasus,39,1,38,river
1346,808,NK1T,MU18011,Chondrostoma nasus,11,0,11,river
1457,737,NK21T,MU18028,Chondrostoma nasus,36,2,34,river
1997,660,NK22T,MU18076,Chondrostoma nasus,224,57,167,river
1484,716,NK25T,MU18031,Chondrostoma nasus,71,27,44,river
1385,800,NK3T,MU18021,Chondrostoma nasus,35,1,34,river
2009,672,NK4T,MU18078,Chondrostoma nasus,83,3,80,river
2006,651,Nk5T,MU18077,Chondrostoma nasus,4,2,2,river
1953,822,NK6T,MU18073,Chondrostoma nasus,169,48,121,river
1404,792,NK7T,MU18023,Chondrostoma nasus,7,6,1,river
1246,124,N-Kukullo Udvarhely alatt,MU17008,Chondrostoma nasus,200,43,157,river
4050,1078,Ny1,MU14007,Chondrostoma nasus,550,35,515,river
4057,1086,Ny2,MU14005,Chondrostoma nasus,310,40,270,river
1027,1259,Nyarad beomles folott,MU14118,Chondrostoma nasus,45,5,40,river
2352,2314,Nyarad Marosba omlesnel T (NYA10NYT),MU19037,Chondrostoma nasus,6,0,6,river
1420,704,Nyiko T,MU18025,Chondrostoma nasus,18,18,0,river
2851,1707,Olt 1 legalso T,OL18006,Chondrostoma nasus,15,14,1,river
2818,1690,Olt 6 nem vedett T,OL18005,Chondrostoma nasus,37,36,1,river
2767,1675,Olt 7 Zoltan,OL18001,Chondrostoma nasus,69,25,44,river
2722,3462,Olt10,OL12003,Chondrostoma nasus,1,1,0,river
2918,3588,Olt4Ticusu T,OL20002,Chondrostoma nasus,47,17,30,river
2909,3570,Olt5,OL20001,Chondrostoma nasus,46,46,0,river
3017,4369,Paraul Nou AM CF Olt T,OL21010,Chondrostoma nasus,9,0,9,river
1878,1969,Regen alatt T,MU18067,Chondrostoma nasus,78,59,19,river
1889,1931,Regen felett T,MU18068,Chondrostoma nasus,68,43,25,river
1922,1950,Regen varos T,MU18069,Chondrostoma nasus,49,29,20,river
3418,901,Sajó Arokalja T,SO18007,Chondrostoma nasus,1,1,0,river
3173,4231,Sajo Sajoudvarhely mellett 2010,SO10001,Chondrostoma nasus,19,NA,NA,river
1432,730,Scroafei 23 T,MU18026,Chondrostoma nasus,9,8,1,river
185,2555,Sebes Koros Varad alatt T,CR18002,Chondrostoma nasus,5,5,0,river
270,2911,Sebes-Koros Feketeto T,CR18010,Chondrostoma nasus,7,7,0,river
1768,985,Segesvar alatt T,MU18059,Chondrostoma nasus,54,36,18,river
1781,971,Segesvar felso T,MU18060,Chondrostoma nasus,197,124,73,river
1792,961,Segesvar varos T,MU18061,Chondrostoma nasus,280,153,127,river
2998,4324,Sercaia AN CF OLT T,OL21008,Chondrostoma nasus,2,0,2,river
2129,2096,Szakal T,MU19020,Chondrostoma nasus,1,1,0,river
3533,2639,Szamos Ardo alatt T,SO19008,Chondrostoma nasus,1,1,0,river
3521,2651,Szamos Cikoi-szoros T,SO19007,Chondrostoma nasus,9,1,8,river
3493,2608,Szamos Des alatt T,SO19005,Chondrostoma nasus,7,0,7,river
3555,2664,Szamos Rosiori T,SO19009,Chondrostoma nasus,16,4,12,river
3309,77,Szamos Szatmar felett,SO17005,Chondrostoma nasus,18,12,6,river
3731,3937,Szamos Tomany T,SO21026,Chondrostoma nasus,7,7,0,river
3347,62,Szatmar alatt,SO17007,Chondrostoma nasus,13,13,0,river
3333,97,Szatmar varos,SO17006,Chondrostoma nasus,21,17,4,river
3062,4289,Szorcse T,OL21016,Chondrostoma nasus,3,NA,3,river
1066,3608,Sztrigy,MU15002,Chondrostoma nasus,1,NA,NA,river
300,3627,T12 2019T,TI19007,Chondrostoma nasus,30,27,3,river
4329,3331,T17 2019T,TI19001,Chondrostoma nasus,1,1,0,river
4349,3349,T20 2019 T,TI19002,Chondrostoma nasus,6,5,1,river
4397,3314,T4 2019 T,TI19005,Chondrostoma nasus,1,0,1,river
4010,4252,T5 2011,TI11004,Chondrostoma nasus,2,1,1,river
4025,4262,Talna Felso,TI12001,Chondrostoma nasus,60,58,2,river
1155,3014,Tarkany Marnas terep,CR16002,Chondrostoma nasus,35,1,34,river
3888,2798,"Temes 1 legalso T, 186",TB19003,Chondrostoma nasus,25,25,0,river
3826,1763,Temes 2 T,TB18006,Chondrostoma nasus,15,15,0,river
3856,1776,Temes 3 T Lugos alatt,TB18008,Chondrostoma nasus,3,3,0,river
3851,1747,Temes 4 T,TB18007,Chondrostoma nasus,7,7,0,river
3758,1665,Temes 5 T,TB18002,Chondrostoma nasus,11,8,3,river
3966,3822,Temes Cebza T,TB21002,Chondrostoma nasus,1,0,1,river
4042,839,Tisza felso T,TI18001,Chondrostoma nasus,3,3,0,river
4244,881,Tisza kozepso T,TI18007,Chondrostoma nasus,73,73,0,river
4094,867,Tisza legalso T,TI18004,Chondrostoma nasus,48,31,17,river
2847,3555,Tur Harmashatar T,TI20001,Chondrostoma nasus,1,1,0,river
4366,3277,Tur legfelso 2019 T,TI19003,Chondrostoma nasus,12,12,0,river
1231,117,Udvarhely varos,MU17007,Chondrostoma nasus,365,0,365,river
1199,3030,Varfurile marnas terep,CR16001,Chondrostoma nasus,20,2,18,river
1927,1984,Vasarhely alatt 2 T,MU18070,Chondrostoma nasus,27,21,6,river
1844,2018,Vasarhely felett T,MU18065,Chondrostoma nasus,136,132,4,river
1860,1998,Vasarhely varos T,MU18066,Chondrostoma nasus,10,10,0,river
4067,855,Viso T,TI18003,Chondrostoma nasus,1,1,0,river
4314,3216,VR1T Nehezf,TI18009,Chondrostoma nasus,9,4,5,river
3807,1608,Caras 1 T,TB18005,Cobitis elongata,81,22,59,river
3897,2851,Caras 2T,TB19004,Cobitis elongata,8,4,4,river
2658,2674,Nera legfelso T (Minis T),NC19004,Cobitis elongata,1,0,1,river
2624,2702,Nera szoros alatt T,NC19002,Cobitis elongata,24,4,20,river
2670,2688,Nera szoros felett T,NC19005,Cobitis elongata,1,0,1,river
2652,2715,Nera1 also T,NC19003,Cobitis elongata,42,9,33,river
2606,945,Nera4T,NC18001,Cobitis elongata,18,4,14,river
593,1270,Also Nyarad2,MU14016,Cobitis elongatoides,1,0,1,river
608,1109,Also Nyarad4,MU14018,Cobitis elongatoides,1,0,1,river
4222,3424,Arok 2T,CR19002,Cobitis elongatoides,15,12,3,river
1141,3380,Arok Kereki,CR13004,Cobitis elongatoides,1,1,0,canal
3937,2861,Barzava also T,TB19006,Cobitis elongatoides,1,0,1,river
3756,1642,Bega 3 T,TB18001,Cobitis elongatoides,1,0,1,river
3921,2875,Bega Temesvar felett,TB19005,Cobitis elongatoides,6,5,1,river
3587,4034,Bekas Keleti Park T,SO21006,Cobitis elongatoides,37,9,28,river
229,1878,Belenyes alatt T,CR18006,Cobitis elongatoides,1,0,1,river
231,1862,Belenyes telepules T,CR18007,Cobitis elongatoides,3,1,2,river
3642,4181,Belis2T,SO21014,Cobitis elongatoides,1,NA,1,river
3817,1609,Caras 1 T,TB18005,Cobitis elongatoides,1,0,1,river
3011,4356,Cincu AM CF Olt T,OL21009,Cobitis elongatoides,1,0,1,river
3048,4297,Covasna T,OL21015,Cobitis elongatoides,23,3,20,river
2438,2390,Dello alatt cs T (MAR16MAV),MU19045,Cobitis elongatoides,1,1,0,river
2213,2376,Dello kovezett part T (MAR15KES),MU19027,Cobitis elongatoides,1,0,1,river
1825,2032,Dicso felett T,MU18064,Cobitis elongatoides,2,1,1,river
1801,995,Dicso varos T,MU18062,Cobitis elongatoides,1,0,1,river
1648,3081,Egyesult Kukullo 1 T,MU18047,Cobitis elongatoides,1,0,1,river
218,2476,Er Hatvan T,CR18005,Cobitis elongatoides,2,1,1,river
214,2481,Er Szalacs T,CR18004,Cobitis elongatoides,22,15,7,river
330,3638,Er5T,CR20002,Cobitis elongatoides,2,2,0,river
321,3533,Er6T,CR20001,Cobitis elongatoides,18,10,8,river
405,3885,Feher-Koros Cintei T,CR21005,Cobitis elongatoides,2,0,2,river
287,2834,Feher-Koros Kisjeno T,CR19003,Cobitis elongatoides,1,0,1,river
119,347,Feher-Koros Varsand,CR17010,Cobitis elongatoides,15,2,13,river
63,3157,Fekete-Koros Belenyessonkoly,CR17004,Cobitis elongatoides,5,0,5,river
391,3871,Fekete-Koros masodik T,CR21004,Cobitis elongatoides,1,0,1,river
2783,2965,Feketeugy felso Cofalva T,OL18002,Cobitis elongatoides,2,0,2,river
3600,4022,Fuzes also T,SO21007,Cobitis elongatoides,5,2,3,river
2530,2132,Gorgeny T,MU19052,Cobitis elongatoides,4,3,1,river
870,1312,Holtag1,MU14098,Cobitis elongatoides,4,0,4,oxbow
2873,2931,Hortobagy also T,OL18008,Cobitis elongatoides,2,2,0,river
2885,2944,Hortobagy felso T,OL18009,Cobitis elongatoides,2,2,0,river
1206,3401,Kaposztas,CR13002,Cobitis elongatoides,1,1,0,canal
31,3368,Keskeny Er,CR13003,Cobitis elongatoides,40,10,30,river
560,1057,Kis-Nyarad1,MU14011,Cobitis elongatoides,1,0,1,river
3687,4103,Kis-Szamos Bonchida T,SO21023,Cobitis elongatoides,1,0,1,river
3241,3472,Kis-Szamos felso,SO14006,Cobitis elongatoides,1,0,1,river
550,1025,korispatak2,MU14009,Cobitis elongatoides,1,0,1,river
3378,2537,Kraszna Borvely felett T,SO18003,Cobitis elongatoides,2,1,1,river
3659,4072,Kraszna Pecsely T,SO21018,Cobitis elongatoides,8,0,8,river
3402,2504,Kraszna Perecsen T,SO18005,Cobitis elongatoides,10,0,10,river
957,1184,Kukullo Balavasar,MU14110,Cobitis elongatoides,2,0,2,river
992,1176,Kukullo balavasari gat alatt,MU14113,Cobitis elongatoides,3,0,3,river
940,1228,Kukullo Harmasfalu alatt,MU14108,Cobitis elongatoides,12,0,12,river
1018,1202,Kukullo Szovata folott,MU14117,Cobitis elongatoides,1,0,1,river
965,1162,Kukulloszeplak,MU14111,Cobitis elongatoides,3,0,3,river
3695,3950,Lapos3 Erdoszallas T,SO21024,Cobitis elongatoides,4,2,2,river
26,3392,Legelo1,CR13001,Cobitis elongatoides,6,2,4,river
3072,4276,Lemnia T,OL21017,Cobitis elongatoides,5,0,4,river
1594,569,MA09T,MU18041,Cobitis elongatoides,6,2,4,river
1625,499,MA19T,MU18044,Cobitis elongatoides,2,0,2,river
348,3648,Malomer2T,CR20004,Cobitis elongatoides,9,1,8,river
2143,2465,MAR24KUT,MU19022,Cobitis elongatoides,1,0,1,river
2160,2230,Maros Alsoidecs T (MAR05MAF),MU19023,Cobitis elongatoides,5,2,3,river
2544,2142,Maros Deda 2019,MU19053,Cobitis elongatoides,2,1,1,river
2196,2366,Maros Dello felett cs T (MAR14KES),MU19026,Cobitis elongatoides,1,0,1,river
2494,2734,Maros Gurasada alatt T,MU19048,Cobitis elongatoides,1,1,0,river
2423,2196,Maros Holtmaros T (MAR03HOM),MU19043,Cobitis elongatoides,1,0,1,river
2306,2265,Maros Kortvelyfaja 2 T (MAR07GER),MU19034,Cobitis elongatoides,1,1,0,river
2079,2113,Maros Kortvelyfaja T,MU19013,Cobitis elongatoides,3,0,3,river
2222,2175,Maros Magyaro T (MAR02MAL),MU19028,Cobitis elongatoides,7,2,5,river
2319,2213,Maros Marosvecs T (MAR04MAV),MU19035,Cobitis elongatoides,12,6,6,river
2135,2401,Maros Oarba felett cs T (MAR17MAV),MU19021,Cobitis elongatoides,1,0,1,river
2280,2252,Maros Petele T (MAR06PET),MU19033,Cobitis elongatoides,8,0,8,river
2372,2427,Maros radnoti eromu alatt cs T (MAR20KUT),MU19039,Cobitis elongatoides,1,0,1,river
1746,2043,Medgyes felett T,MU18057,Cobitis elongatoides,2,0,2,river
2065,2152,Mezokovesdi T,MU19012,Cobitis elongatoides,3,0,3,river
3367,1077,Ny1,MU14007,Cobitis elongatoides,1,0,1,river
2351,2309,Nyarad Marosba omlesnel T (NYA10NYT),MU19037,Cobitis elongatoides,6,0,6,river
2829,1687,Olt 6 nem vedett T,OL18005,Cobitis elongatoides,3,0,3,river
2757,1673,Olt 7 Zoltan,OL18001,Cobitis elongatoides,1,0,1,river
2727,3464,Olt10,OL12003,Cobitis elongatoides,1,0,1,river
2935,3598,Olt3Fogaras,OL20003,Cobitis elongatoides,1,0,1,river
2924,3585,Olt4Ticusu T,OL20002,Cobitis elongatoides,4,4,0,river
2903,3568,Olt5,OL20001,Cobitis elongatoides,1,1,0,river
2703,3450,Olt5 2012,OL12001,Cobitis elongatoides,3,0,3,river
2712,3440,Olt8,OL12002,Cobitis elongatoides,5,0,5,river
2104,2159,Patak Szentpal T,MU19017,Cobitis elongatoides,1,1,0,river
343,3653,Rat1T,CR20003,Cobitis elongatoides,13,10,3,river
1896,1928,Regen felett T,MU18068,Cobitis elongatoides,4,0,4,river
1909,1947,Regen varos T,MU18069,Cobitis elongatoides,1,1,0,river
3579,3859,Regi Homorod 2T,SO21005,Cobitis elongatoides,1,0,1,river
3931,3836,Sar Batiz 2021T,TI21002,Cobitis elongatoides,10,6,4,affluent
192,2550,Sebes Koros Varad alatt T,CR18002,Cobitis elongatoides,1,1,0,river
4210,2898,Sebes-Koros Szabolcs T,CR18011,Cobitis elongatoides,2,0,2,river
2996,4319,Sercaia AN CF OLT T,OL21008,Cobitis elongatoides,4,0,4,river
2127,2089,Szakal T,MU19020,Cobitis elongatoides,2,0,2,river
3509,2621,Szamos Ilonda alatt T,SO19006,Cobitis elongatoides,1,0,1,river
3060,4286,Szorcse T,OL21016,Cobitis elongatoides,11,3,8,river
362,3625,T12 2019T,TI19007,Cobitis elongatoides,1,0,1,river
4342,3329,T17 2019T,TI19001,Cobitis elongatoides,3,0,3,river
4387,3311,T4 2019 T,TI19005,Cobitis elongatoides,6,1,5,river
4014,4248,T5 2011,TI11004,Cobitis elongatoides,5,0,5,river
1949,1581,Tavacska Sztrigy T,MU18072,Cobitis elongatoides,2,0,2,river
3876,2791,"Temes 1 legalso T, 186",TB19003,Cobitis elongatoides,27,4,23,river
3820,1758,Temes 2 T,TB18006,Cobitis elongatoides,6,0,6,river
3846,1741,Temes 4 T,TB18007,Cobitis elongatoides,2,0,2,river
3762,1660,Temes 5 T,TB18002,Cobitis elongatoides,1,0,1,river
3971,3811,Temes Cebza T,TB21002,Cobitis elongatoides,2,0,2,river
132,358,Toz Agya felett,CR17011,Cobitis elongatoides,189,133,56,river
4136,372,Toz Garba-Csermo,CR17007,Cobitis elongatoides,22,6,16,river
4152,366,Toz legfelso,CR17009,Cobitis elongatoides,37,29,8,river
3625,3550,Tur Harmashatar T,TI20001,Cobitis elongatoides,20,3,17,river
4358,3273,Tur legfelso 2019 T,TI19003,Cobitis elongatoides,67,12,55,river
1848,2015,Vasarhely felett T,MU18065,Cobitis elongatoides,2,1,1,river
1870,1995,Vasarhely varos T,MU18066,Cobitis elongatoides,2,0,2,river
631,1042,Vecke2,MU14020,Cobitis elongatoides,25,0,25,river
4316,3214,VR1T Nehezf,TI18009,Cobitis elongatoides,4,1,3,river
3664,4081,Zilah pataka Goroszlo T,SO21019,Cobitis elongatoides,1,0,1,river
2571,4164,Albac2T,MU21006,Cottus gobio,1,1,NA,river
2990,4331,AM Sinca Veche T,OL21007,Cottus gobio,11,0,11,river
2566,4154,Ariesul Mare5T,MU21005,Cottus gobio,25,1,24,river
2511,3619,Barbat av captare apa pot T,MU19050,Cottus gobio,9,0,9,river
3643,4182,Belis2T,SO21014,Cottus gobio,25,6,19,river
3256,4196,Beszterce4T,SO15003,Cottus gobio,28,5,23,river
378,3916,Bistra Padurea Neagra T,CR21003,Cottus gobio,22,8,14,river
826,1288,BISZTRA 2 T,MU14085,Cottus gobio,1,0,1,river
821,1290,BISZTRA ALSO T,MU14084,Cottus gobio,11,4,7,river
4295,4207,Borgo5T,SO15002,Cottus gobio,28,12,16,river
805,1291,BRAD T,MU14079,Cottus gobio,1,1,0,river
3249,4190,Budac4T,SO15001,Cottus gobio,1,1,NA,river
2549,4175,Cobles2T,MU21003,Cottus gobio,1,NA,1,river
638,1293,Creanga Alba,MU14024,Cottus gobio,21,5,16,river
433,4142,Crisul Pietros Pietroasa3T,CR21009,Cottus gobio,9,1,8,river
437,4148,Crisul Pietros Poienii de JosT,CR21010,Cottus gobio,20,NA,20,river
3091,4122,Dejani 01T,OL21020,Cottus gobio,4,0,4,river
3092,4388,Egerhsec T,SI21001,Cottus gobio,7,1,6,river
660,1294,Fancsal2M,MU14035,Cottus gobio,5,0,5,river
640,1295,Fancsal4M,MU14025,Cottus gobio,7,1,6,river
664,1296,FancsalM4B,MU14037,Cottus gobio,4,0,4,river
311,2580,Fekete-Koros ingola,CR19005,Cottus gobio,1,0,1,river
2002,1307,Görgény2,MU14022,Cottus gobio,9,1,8,river
648,1309,Görgény3,MU14028,Cottus gobio,3,1,2,river
2556,4170,Garda Seaca3T,MU21004,Cottus gobio,7,NA,7,river
658,1300,Gatei,MU14033,Cottus gobio,1,0,1,affluent
701,1303,GODE 2,MU14046,Cottus gobio,2,1,1,river
635,1305,GORGENY 1,MU14023,Cottus gobio,3,1,2,river
495,3741,Iara1,MU12001,Cottus gobio,28,17,11,river
497,3744,Iara2,MU12002,Cottus gobio,81,45,36,river
498,3747,Iara3,MU12003,Cottus gobio,1,0,1,river
744,1314,ILISOARA MARE 0,MU14060,Cottus gobio,4,1,3,river
727,1315,ILISOARA MARE 1,MU14053,Cottus gobio,27,6,21,river
734,1316,ILISOARA MARE 2,MU14056,Cottus gobio,6,2,4,river
735,1317,ILISOARA MICA,MU14057,Cottus gobio,24,4,20,river
729,1318,ILVA 3,MU14054,Cottus gobio,1,0,1,river
765,1321,ILVA1,MU14065,Cottus gobio,45,17,28,river
740,1324,ILVA2,MU14059,Cottus gobio,36,15,21,river
1256,3239,Ivo,MU17010,Cottus gobio,148,110,38,river
2593,4494,Ivo 5 T,MU21010,Cottus gobio,22,1,21,river
758,1327,JIRCA 1,MU14063,Cottus gobio,10,6,4,river
829,1328,JOD ALSO T,MU14086,Cottus gobio,1,0,1,river
794,1330,KETAG T,MU14073,Cottus gobio,4,1,3,river
791,1331,KIS CIBA,MU14072,Cottus gobio,1,0,1,affluent
722,1332,KIS GODE 2,MU14050,Cottus gobio,7,6,1,river
724,1333,KIS GODE 3,MU14051,Cottus gobio,1,0,1,river
803,1334,KOPEPSO PATAK T,MU14078,Cottus gobio,3,0,3,river
643,1336,LAPOSNYA 1,MU14027,Cottus gobio,3,0,3,river
651,1337,LAPOSNYA 2,MU14030,Cottus gobio,9,2,7,river
2966,4394,LM 95 -02 T,OL21003,Cottus gobio,15,NA,NA,lake
2960,4397,LM 95-01 T,OL21002,Cottus gobio,15,5,10,river
3598,4408,LN 53-03 T,SO21016,Cottus gobio,38,15,23,river
3646,4409,LN 53-04 T,SO21015,Cottus gobio,14,1,13,river
2163,2231,Maros Alsoidecs T (MAR05MAF),MU19023,Cottus gobio,1,1,0,river
2545,2143,Maros Deda 2019,MU19053,Cottus gobio,62,26,36,river
845,1350,Maros Deda folott,MU14093,Cottus gobio,2,0,2,river
2418,2197,Maros Holtmaros T (MAR03HOM),MU19043,Cottus gobio,15,1,14,river
2238,2177,Maros Magyaro T (MAR02MAL),MU19028,Cottus gobio,22,4,18,river
2316,2214,Maros Marosvecs T (MAR04MAV),MU19035,Cottus gobio,2,0,2,river
2330,2163,Maros Moroszfalu T (MAR01MAL),MU19036,Cottus gobio,35,6,29,river
878,1361,Maros Ratosnya alatt,MU14100,Cottus gobio,8,1,7,river
3355,3173,Meleg-Szamos agro,SO18001,Cottus gobio,2,2,0,river
795,1366,Nagy CibaT,MU14074,Cottus gobio,16,12,4,river
897,1367,NAGY GALONYA FELSO T,MU14102,Cottus gobio,4,1,3,river
718,1368,NAGY GODE 1,MU14048,Cottus gobio,13,6,7,river
1283,3260,Nagy-Kukullo gat alatt,MU17013,Cottus gobio,5,0,5,river
1263,3253,Nagy-Kukullo gat alatt a masodik,MU17011,Cottus gobio,36,3,33,river
1249,3245,Nagy-Kukullo Ivo beomlesenel,MU17009,Cottus gobio,60,34,26,river
1322,3266,Nagy-Kukullo kozepso,MU17018,Cottus gobio,11,3,8,river
3561,3191,Nagy-Szamos Santa,SO19010,Cottus gobio,6,2,4,river
653,1370,NEAGRA 1,MU14031,Cottus gobio,13,0,13,river
650,1371,NEAGRA 2,MU14029,Cottus gobio,4,0,4,river
2660,2675,Nera legfelso T (Minis T),NC19004,Cottus gobio,17,4,13,river
2633,2704,Nera szoros alatt T,NC19002,Cottus gobio,52,15,37,river
2680,2689,Nera szoros felett T,NC19005,Cottus gobio,8,2,6,river
2653,2713,Nera1 also T,NC19003,Cottus gobio,4,3,1,river
2616,947,Nera4T,NC18001,Cottus gobio,1,1,0,river
2584,4519,NK 1 T,MU21008,Cottus gobio,39,11,28,river
2591,4513,NK 2 T,MU21009,Cottus gobio,29,8,21,river
2600,4503,NK 3 T,MU21011,Cottus gobio,13,1,12,river
2580,4499,NK 4 T,MU21007,Cottus gobio,37,14,23,river
1272,105,N-Kukullo Udvarhely felett2,MU17012,Cottus gobio,22,12,10,river
506,3675,Ocolis1,MU13001,Cottus gobio,65,20,45,river
2719,3457,Olt10,OL12003,Cottus gobio,4,3,1,river
820,1372,RATOSNYA FELSO T,MU14083,Cottus gobio,13,4,9,river
815,1375,RATOSNYA GAT ALATT T,MU14082,Cottus gobio,2,1,1,river
799,1376,RATOSNYA GATBAN T,MU14076,Cottus gobio,17,6,11,river
776,1379,RATOSNYA1,MU14066,Cottus gobio,110,20,90,river
1060,3616,Raul Alb also,MU15001,Cottus gobio,46,12,34,river
4457,3980,Ruscova also T,TI21011,Cottus gobio,20,3,17,river
4436,3968,Ruscova felso T,TI21007,Cottus gobio,15,0,15,river
3087,4119,Sebes 02T,OL21019,Cottus gobio,2,NA,2,river
4281,4124,Sighisel3T,CR21008,Cottus gobio,7,NA,7,river
641,1380,SIROD 1,MU14026,Cottus gobio,1,0,1,river
3464,1849,SR 1 T,SO19001,Cottus gobio,7,3,4,river
3466,1852,SR 3 T,SO19002,Cottus gobio,1,1,0,river
3470,1854,SR 5 VT,SO19003,Cottus gobio,10,1,9,river
